Sales Person,Geography,Product,Date,Amount,Customers,Boxes
Dotty Strutley,India,Baker's Choco Chips,12/27/2021,5600.00,106,350
Andria Kimpton,India,Drinking Coco,12/27/2021,10906.00,7,364
Madelene Upcott,India,Almond Choco,12/27/2021,7658.00,480,365
Gunar Cockshoot,Canada,Mint Chip Choco,12/27/2021,1232.00,449,59
Mallorie Waber,Australia,70% Dark Bites,12/27/2021,1470.00,213,164
Brien Boise,New Zealand,Peanut Butter Cubes,12/28/2021,3150.00,99,126
Gunar Cockshoot,UK,Choco Coated Almonds,12/28/2021,11718.00,74,533
Roddy Speechley,New Zealand,Smooth Sliky Salty,12/28/2021,8575.00,77,477
Kaine Padly,India,Fruit & Nut Bars,12/28/2021,5950.00,29,458
Jehu Rudeforth,Australia,White Choc,12/28/2021,245.00,179,25
Camilla Castle,Australia,Milk Bars,12/28/2021,14189.00,92,568
Barr Faughny,New Zealand,White Choc,12/28/2021,6566.00,35,657
Roddy Speechley,New Zealand,85% Dark Bars,12/28/2021,6286.00,9,300
Oby Sorrel,New Zealand,Drinking Coco,12/28/2021,10836.00,188,417
Barr Faughny,Canada,Choco Coated Almonds,12/28/2021,616.00,220,44
Camilla Castle,Australia,Organic Choco Syrup,12/28/2021,3528.00,134,147
Mallorie Waber,UK,Drinking Coco,12/28/2021,3584.00,209,163
Dotty Strutley,India,85% Dark Bars,12/28/2021,2149.00,224,98
Beverie Moffet,India,Choco Coated Almonds,12/28/2021,14476.00,123,658
Dennison Crosswaite,India,Choco Coated Almonds,12/28/2021,11760.00,118,840
Wilone O'Kielt,UK,85% Dark Bars,12/28/2021,3339.00,257,167
Mallorie Waber,New Zealand,Mint Chip Choco,12/28/2021,6510.00,29,326
Rafaelita Blaksland,Canada,Almond Choco,12/28/2021,7042.00,51,307
Gigi Bohling,UK,Spicy Special Slims,12/28/2021,12768.00,19,456
Van Tuxwell,New Zealand,Almond Choco,12/29/2021,4102.00,79,196
Mallorie Waber,Canada,Almond Choco,12/29/2021,12180.00,169,580
Brien Boise,UK,Mint Chip Choco,12/29/2021,9506.00,318,529
Madelene Upcott,Canada,Milk Bars,12/29/2021,1162.00,232,41
Marney O'Breen,Canada,70% Dark Bites,12/29/2021,567.00,52,81
Curtice Advani,Australia,70% Dark Bites,12/29/2021,8365.00,217,761
Camilla Castle,UK,Baker's Choco Chips,12/29/2021,4599.00,113,288
Gigi Bohling,Australia,Mint Chip Choco,12/29/2021,7413.00,8,391
Kaine Padly,Canada,70% Dark Bites,12/29/2021,6069.00,453,759
Barr Faughny,India,Orange Choco,12/29/2021,5068.00,225,724
Camilla Castle,Canada,Peanut Butter Cubes,12/29/2021,5474.00,435,219
Dotty Strutley,UK,Baker's Choco Chips,12/30/2021,9954.00,369,830
Marney O'Breen,India,Smooth Sliky Salty,12/31/2021,11592.00,39,682
Barr Faughny,Canada,50% Dark Bites,1/26/2022,4067.00,87,170
Kelci Walkden,Canada,After Nines,1/5/2022,14553.00,152,910
Rafaelita Blaksland,Canada,70% Dark Bites,1/24/2022,2730.00,284,137
Jan Morforth,UK,Smooth Sliky Salty,1/19/2022,9625.00,155,642
Marney O'Breen,Canada,Peanut Butter Cubes,1/28/2022,10255.00,53,733
Kelci Walkden,UK,Baker's Choco Chips,1/5/2022,1323.00,83,67
Wilone O'Kielt,New Zealand,Mint Chip Choco,1/28/2022,16800.00,92,800
Jan Morforth,USA,85% Dark Bars,1/10/2022,2996.00,134,428
Marney O'Breen,India,Almond Choco,1/13/2022,9093.00,10,325
Van Tuxwell,Canada,Peanut Butter Cubes,1/5/2022,1400.00,158,88
Barr Faughny,India,Spicy Special Slims,1/13/2022,2947.00,62,328
Beverie Moffet,Canada,Caramel Stuffed Bars,1/3/2022,4830.00,71,537
Dotty Strutley,New Zealand,After Nines,1/5/2022,3444.00,265,173
Gigi Bohling,India,50% Dark Bites,1/21/2022,16121.00,487,621
Gigi Bohling,Canada,Choco Coated Almonds,1/4/2022,2149.00,192,114
Dennison Crosswaite,Australia,Orange Choco,1/21/2022,5649.00,151,354
Gunar Cockshoot,New Zealand,Orange Choco,1/28/2022,2842.00,72,203
Kelci Walkden,India,Milk Bars,1/18/2022,2296.00,302,144
Mallorie Waber,USA,Peanut Butter Cubes,1/11/2022,12481.00,177,1041
Roddy Speechley,Australia,Baker's Choco Chips,1/3/2022,8701.00,360,363
Van Tuxwell,USA,Smooth Sliky Salty,1/4/2022,1337.00,513,103
Marney O'Breen,Canada,Caramel Stuffed Bars,1/7/2022,1470.00,424,123
Andria Kimpton,USA,Baker's Choco Chips,1/28/2022,9373.00,25,427
Dotty Strutley,New Zealand,Orange Choco,1/7/2022,2877.00,100,206
Brien Boise,Australia,Drinking Coco,1/20/2022,8113.00,73,1353
Roddy Speechley,UK,Caramel Stuffed Bars,1/3/2022,12145.00,55,1013
Roddy Speechley,India,Caramel Stuffed Bars,1/7/2022,14665.00,299,1467
Gigi Bohling,UK,Drinking Coco,1/26/2022,8421.00,42,1404
Brien Boise,UK,Manuka Honey Choco,1/14/2022,6307.00,110,574
Karlen McCaffrey,Australia,Raspberry Choco,1/3/2022,13048.00,154,653
Ches Bonnell,UK,85% Dark Bars,1/18/2022,10192.00,228,1274
Oby Sorrel,USA,Manuka Honey Choco,1/19/2022,3857.00,42,322
Rafaelita Blaksland,New Zealand,Orange Choco,1/24/2022,3997.00,119,236
Dennison Crosswaite,India,Mint Chip Choco,1/5/2022,1183.00,202,54
Roddy Speechley,New Zealand,Caramel Stuffed Bars,1/10/2022,9849.00,71,1095
Karlen McCaffrey,UK,After Nines,1/14/2022,7756.00,232,409
Dotty Strutley,India,Orange Choco,1/21/2022,2058.00,147,147
Karlen McCaffrey,New Zealand,Manuka Honey Choco,1/7/2022,8477.00,156,707
Karlen McCaffrey,New Zealand,Orange Choco,1/19/2022,3647.00,266,215
Roddy Speechley,New Zealand,Peanut Butter Cubes,1/18/2022,5985.00,194,461
Jehu Rudeforth,Canada,Fruit & Nut Bars,1/25/2022,8218.00,117,822
Kelci Walkden,New Zealand,Orange Choco,1/13/2022,4494.00,131,265
Dotty Strutley,Australia,Spicy Special Slims,1/25/2022,4900.00,167,700
Mallorie Waber,New Zealand,White Choc,1/7/2022,11949.00,175,1328
Jehu Rudeforth,Australia,99% Dark & Pure,1/11/2022,13139.00,371,939
Madelene Upcott,New Zealand,White Choc,1/6/2022,8288.00,133,1382
Oby Sorrel,UK,Milk Bars,1/14/2022,2765.00,127,185
Gigi Bohling,New Zealand,Smooth Sliky Salty,1/19/2022,3794.00,288,271
Andria Kimpton,Canada,50% Dark Bites,1/5/2022,714.00,46,30
Dennison Crosswaite,Australia,Baker's Choco Chips,1/10/2022,9779.00,83,426
Jehu Rudeforth,India,Milk Bars,1/7/2022,6237.00,220,446
Beverie Moffet,USA,Fruit & Nut Bars,1/28/2022,6573.00,480,598
Oby Sorrel,USA,White Choc,1/6/2022,14777.00,110,2463
Madelene Upcott,USA,Choco Coated Almonds,1/14/2022,609.00,429,36
Husein Augar,UK,Baker's Choco Chips,1/7/2022,2660.00,123,133
Jan Morforth,India,50% Dark Bites,1/26/2022,5208.00,126,193
Camilla Castle,New Zealand,85% Dark Bars,1/24/2022,231.00,332,33
Curtice Advani,USA,Smooth Sliky Salty,1/21/2022,12341.00,127,1029
Jan Morforth,UK,Organic Choco Syrup,1/11/2022,1799.00,37,164
Rafaelita Blaksland,Canada,Eclairs,1/13/2022,11130.00,83,1237
Mallorie Waber,Canada,Milk Bars,1/11/2022,2282.00,37,163
Husein Augar,New Zealand,White Choc,1/20/2022,2611.00,92,373
Jehu Rudeforth,Australia,85% Dark Bars,1/18/2022,812.00,147,116
Gunar Cockshoot,New Zealand,Choco Coated Almonds,1/19/2022,14196.00,37,676
Marney O'Breen,New Zealand,Baker's Choco Chips,1/11/2022,9163.00,162,382
Jehu Rudeforth,USA,Peanut Butter Cubes,1/7/2022,9219.00,129,615
Andria Kimpton,UK,50% Dark Bites,1/10/2022,10374.00,311,385
Dotty Strutley,Canada,50% Dark Bites,1/5/2022,15988.00,72,640
Jehu Rudeforth,New Zealand,99% Dark & Pure,1/10/2022,6363.00,281,490
Van Tuxwell,New Zealand,Fruit & Nut Bars,1/26/2022,3976.00,210,398
Ches Bonnell,Australia,Choco Coated Almonds,1/6/2022,5607.00,136,330
Mallorie Waber,UK,Baker's Choco Chips,1/28/2022,3598.00,75,150
Dotty Strutley,USA,99% Dark & Pure,1/19/2022,3598.00,447,277
Beverie Moffet,UK,85% Dark Bars,1/19/2022,1981.00,70,331
Dennison Crosswaite,UK,Caramel Stuffed Bars,1/12/2022,9933.00,167,1242
Beverie Moffet,Canada,White Choc,1/3/2022,315.00,12,45
Husein Augar,India,Orange Choco,1/18/2022,11144.00,98,620
Marney O'Breen,UK,Almond Choco,1/24/2022,497.00,176,20
Wilone O'Kielt,Canada,Manuka Honey Choco,1/6/2022,2471.00,543,177
Dennison Crosswaite,USA,Drinking Coco,1/12/2022,13363.00,96,1485
Marney O'Breen,UK,Drinking Coco,1/7/2022,3402.00,143,567
Barr Faughny,New Zealand,Raspberry Choco,1/7/2022,18011.00,222,858
Camilla Castle,Canada,Milk Bars,1/13/2022,6811.00,153,379
Husein Augar,New Zealand,Drinking Coco,1/10/2022,11438.00,21,1430
Dotty Strutley,UK,50% Dark Bites,1/11/2022,210.00,110,8
Husein Augar,Canada,Caramel Stuffed Bars,1/24/2022,3066.00,307,307
Andria Kimpton,India,After Nines,1/18/2022,3584.00,85,224
Wilone O'Kielt,USA,Choco Coated Almonds,1/13/2022,7168.00,53,378
Brien Boise,New Zealand,Eclairs,1/10/2022,3276.00,50,298
Barr Faughny,Canada,Spicy Special Slims,1/28/2022,5138.00,203,571
Dennison Crosswaite,Australia,Choco Coated Almonds,1/14/2022,3710.00,120,196
Marney O'Breen,Canada,After Nines,1/18/2022,7588.00,157,447
Van Tuxwell,Canada,Manuka Honey Choco,1/25/2022,3087.00,112,281
Dotty Strutley,India,After Nines,1/5/2022,0.00,149,0
Jan Morforth,New Zealand,Drinking Coco,1/7/2022,4424.00,1,632
Rafaelita Blaksland,Canada,Organic Choco Syrup,1/17/2022,5152.00,41,397
Kelci Walkden,Canada,Milk Bars,1/19/2022,3409.00,487,244
Van Tuxwell,New Zealand,Almond Choco,1/21/2022,10486.00,60,404
Gigi Bohling,USA,Organic Choco Syrup,1/26/2022,9065.00,192,698
Karlen McCaffrey,UK,Eclairs,1/21/2022,11417.00,26,952
Brien Boise,New Zealand,Peanut Butter Cubes,1/11/2022,6020.00,329,430
Dotty Strutley,India,Eclairs,1/12/2022,10045.00,7,773
Van Tuxwell,New Zealand,Eclairs,1/6/2022,3731.00,85,415
Beverie Moffet,Australia,85% Dark Bars,1/7/2022,6853.00,107,1143
Dennison Crosswaite,Australia,Smooth Sliky Salty,1/10/2022,994.00,93,67
Husein Augar,New Zealand,Mint Chip Choco,1/13/2022,1148.00,159,46
Marney O'Breen,Australia,Milk Bars,1/18/2022,11564.00,13,771
Beverie Moffet,New Zealand,Choco Coated Almonds,1/21/2022,10444.00,64,581
Ches Bonnell,India,Peanut Butter Cubes,1/21/2022,16072.00,342,1005
Jehu Rudeforth,UK,99% Dark & Pure,1/24/2022,6363.00,104,425
Husein Augar,Canada,Organic Choco Syrup,1/14/2022,11137.00,187,796
Jehu Rudeforth,UK,After Nines,1/6/2022,826.00,186,52
Rafaelita Blaksland,India,Organic Choco Syrup,1/26/2022,6517.00,74,435
Brien Boise,Canada,Smooth Sliky Salty,1/6/2022,1715.00,178,132
Beverie Moffet,New Zealand,Fruit & Nut Bars,1/24/2022,3213.00,245,357
Beverie Moffet,UK,Raspberry Choco,1/21/2022,9366.00,74,521
Wilone O'Kielt,Canada,Organic Choco Syrup,1/3/2022,13202.00,233,881
Beverie Moffet,UK,Organic Choco Syrup,1/25/2022,3724.00,293,249
Ches Bonnell,UK,70% Dark Bites,1/25/2022,5159.00,41,246
Ches Bonnell,USA,85% Dark Bars,1/19/2022,8064.00,96,1613
Roddy Speechley,Canada,Smooth Sliky Salty,1/7/2022,3773.00,317,270
Camilla Castle,UK,Raspberry Choco,1/21/2022,861.00,105,44
Madelene Upcott,Canada,Spicy Special Slims,1/18/2022,7245.00,7,906
Wilone O'Kielt,UK,Choco Coated Almonds,1/24/2022,12971.00,309,649
Wilone O'Kielt,India,Smooth Sliky Salty,1/24/2022,5544.00,163,396
Dennison Crosswaite,USA,Almond Choco,1/25/2022,5026.00,84,194
Brien Boise,New Zealand,Baker's Choco Chips,1/14/2022,3955.00,99,180
Karlen McCaffrey,India,Milk Bars,1/18/2022,8260.00,101,486
Madelene Upcott,Australia,Choco Coated Almonds,1/7/2022,9905.00,175,472
Mallorie Waber,Canada,Almond Choco,1/19/2022,3206.00,102,119
Van Tuxwell,Australia,Baker's Choco Chips,1/11/2022,2142.00,88,98
Dennison Crosswaite,Canada,White Choc,1/28/2022,1547.00,27,258
Ches Bonnell,India,Eclairs,1/26/2022,5306.00,59,409
Barr Faughny,Canada,Almond Choco,1/7/2022,4284.00,182,179
Beverie Moffet,Australia,Fruit & Nut Bars,1/14/2022,182.00,189,19
Jehu Rudeforth,New Zealand,After Nines,1/7/2022,7742.00,308,388
Gigi Bohling,Australia,Fruit & Nut Bars,1/27/2022,1897.00,445,211
Curtice Advani,Australia,After Nines,1/24/2022,1113.00,258,70
Andria Kimpton,Australia,Manuka Honey Choco,1/11/2022,6699.00,185,609
Dennison Crosswaite,USA,Orange Choco,1/14/2022,7805.00,145,488
Kelci Walkden,UK,Spicy Special Slims,1/11/2022,8134.00,244,1162
Ches Bonnell,Canada,99% Dark & Pure,1/28/2022,12901.00,96,993
Curtice Advani,Australia,Milk Bars,1/14/2022,7189.00,359,423
Kelci Walkden,UK,Organic Choco Syrup,1/21/2022,3073.00,9,205
Beverie Moffet,Canada,85% Dark Bars,1/17/2022,4319.00,129,864
Van Tuxwell,India,Organic Choco Syrup,1/19/2022,252.00,203,23
Oby Sorrel,India,Manuka Honey Choco,1/7/2022,3094.00,184,258
Marney O'Breen,India,Caramel Stuffed Bars,1/4/2022,4578.00,175,509
Wilone O'Kielt,USA,Caramel Stuffed Bars,1/26/2022,6153.00,60,684
Gunar Cockshoot,India,99% Dark & Pure,1/6/2022,2401.00,153,161
Camilla Castle,Australia,Peanut Butter Cubes,1/25/2022,5334.00,184,411
Kelci Walkden,UK,Choco Coated Almonds,1/27/2022,10766.00,146,634
Karlen McCaffrey,UK,Orange Choco,1/5/2022,7651.00,76,511
Brien Boise,UK,Smooth Sliky Salty,1/24/2022,315.00,7,20
Jan Morforth,USA,Caramel Stuffed Bars,1/5/2022,7189.00,115,654
Kelci Walkden,UK,Peanut Butter Cubes,1/24/2022,1918.00,172,137
Jan Morforth,New Zealand,Manuka Honey Choco,1/27/2022,12376.00,15,884
Marney O'Breen,New Zealand,Raspberry Choco,1/19/2022,1134.00,302,54
Camilla Castle,Australia,Raspberry Choco,1/25/2022,3248.00,74,155
Brien Boise,Australia,Milk Bars,1/11/2022,5670.00,113,405
Van Tuxwell,India,White Choc,1/19/2022,5369.00,277,1074
Andria Kimpton,Canada,Raspberry Choco,1/19/2022,3913.00,17,187
Brien Boise,Australia,Peanut Butter Cubes,1/11/2022,5922.00,169,423
Dotty Strutley,Canada,70% Dark Bites,1/10/2022,1988.00,396,87
Camilla Castle,UK,Manuka Honey Choco,1/19/2022,273.00,444,28
Ches Bonnell,Canada,Orange Choco,1/10/2022,7679.00,161,480
Andria Kimpton,Canada,Organic Choco Syrup,1/28/2022,7161.00,209,651
Madelene Upcott,India,Fruit & Nut Bars,1/4/2022,2387.00,172,299
Gunar Cockshoot,New Zealand,Milk Bars,1/12/2022,4039.00,17,238
Camilla Castle,Canada,Drinking Coco,1/19/2022,6041.00,16,1209
Gigi Bohling,India,White Choc,1/26/2022,2933.00,181,367
Jehu Rudeforth,UK,Baker's Choco Chips,1/24/2022,2772.00,20,116
Brien Boise,New Zealand,Caramel Stuffed Bars,1/14/2022,2989.00,114,374
Beverie Moffet,Canada,Choco Coated Almonds,1/25/2022,5747.00,48,320
Kaine Padly,New Zealand,Fruit & Nut Bars,1/14/2022,2485.00,55,277
Madelene Upcott,New Zealand,Orange Choco,1/5/2022,6475.00,275,405
Husein Augar,Australia,Spicy Special Slims,1/26/2022,10115.00,51,1265
Gunar Cockshoot,UK,Fruit & Nut Bars,1/28/2022,11935.00,138,1492
Ches Bonnell,Canada,85% Dark Bars,1/19/2022,3052.00,226,611
Beverie Moffet,Canada,After Nines,1/28/2022,5089.00,44,268
Madelene Upcott,Canada,White Choc,1/19/2022,3108.00,26,389
Ches Bonnell,India,Almond Choco,1/21/2022,5908.00,329,247
Mallorie Waber,New Zealand,Manuka Honey Choco,1/5/2022,1792.00,225,138
Barr Faughny,New Zealand,Organic Choco Syrup,1/14/2022,6321.00,270,575
Van Tuxwell,Canada,White Choc,1/19/2022,2758.00,362,307
Barr Faughny,Canada,Peanut Butter Cubes,1/27/2022,6811.00,219,568
Marney O'Breen,Australia,Eclairs,1/5/2022,6643.00,65,739
Curtice Advani,USA,White Choc,1/14/2022,13328.00,389,1904
Kelci Walkden,USA,Eclairs,1/26/2022,5355.00,59,412
Camilla Castle,New Zealand,After Nines,1/20/2022,13062.00,142,817
Gunar Cockshoot,New Zealand,Baker's Choco Chips,1/6/2022,14609.00,159,636
Dennison Crosswaite,UK,85% Dark Bars,1/19/2022,3556.00,96,445
Gunar Cockshoot,India,Organic Choco Syrup,1/17/2022,20741.00,101,1596
Mallorie Waber,India,85% Dark Bars,1/24/2022,11249.00,150,1607
Rafaelita Blaksland,India,Milk Bars,1/18/2022,1757.00,217,104
Beverie Moffet,Australia,Organic Choco Syrup,1/24/2022,350.00,229,25
Curtice Advani,India,Baker's Choco Chips,1/21/2022,1400.00,223,64
Barr Faughny,India,85% Dark Bars,1/13/2022,6769.00,359,847
Barr Faughny,India,After Nines,1/26/2022,9002.00,122,563
Madelene Upcott,Canada,Manuka Honey Choco,1/19/2022,9975.00,169,713
Kaine Padly,India,Milk Bars,1/19/2022,6307.00,35,371
Andria Kimpton,New Zealand,50% Dark Bites,1/7/2022,2079.00,109,87
Andria Kimpton,Australia,50% Dark Bites,1/17/2022,4816.00,15,186
Roddy Speechley,UK,99% Dark & Pure,1/3/2022,13426.00,46,1033
Andria Kimpton,India,50% Dark Bites,1/26/2022,5775.00,308,231
Mallorie Waber,India,Milk Bars,1/7/2022,18130.00,24,1008
Gunar Cockshoot,India,Peanut Butter Cubes,1/28/2022,9247.00,18,578
Gigi Bohling,Canada,Manuka Honey Choco,1/31/2022,8162.00,489,742
Brien Boise,USA,Mint Chip Choco,1/14/2022,812.00,313,37
Brien Boise,Canada,Spicy Special Slims,1/4/2022,10710.00,327,1339
Barr Faughny,Canada,After Nines,1/24/2022,8617.00,15,507
Andria Kimpton,Canada,Peanut Butter Cubes,1/28/2022,10731.00,332,826
Beverie Moffet,USA,99% Dark & Pure,1/26/2022,980.00,123,76
Kelci Walkden,Canada,Mint Chip Choco,1/25/2022,1393.00,121,67
Roddy Speechley,New Zealand,Raspberry Choco,1/19/2022,8225.00,275,433
Oby Sorrel,New Zealand,Raspberry Choco,1/12/2022,3339.00,225,197
Roddy Speechley,Canada,99% Dark & Pure,1/26/2022,4053.00,276,312
Wilone O'Kielt,New Zealand,Smooth Sliky Salty,1/24/2022,5110.00,252,394
Karlen McCaffrey,Canada,50% Dark Bites,1/18/2022,4557.00,14,163
Gunar Cockshoot,Australia,Manuka Honey Choco,1/6/2022,6727.00,330,673
Madelene Upcott,USA,85% Dark Bars,1/18/2022,4774.00,257,531
Marney O'Breen,New Zealand,Almond Choco,1/25/2022,6447.00,162,258
Karlen McCaffrey,New Zealand,Mint Chip Choco,1/26/2022,6034.00,37,263
Kelci Walkden,Australia,Drinking Coco,1/4/2022,15372.00,215,3075
Gunar Cockshoot,UK,Choco Coated Almonds,1/24/2022,4753.00,63,251
Marney O'Breen,Australia,99% Dark & Pure,1/10/2022,4039.00,182,337
Karlen McCaffrey,New Zealand,85% Dark Bars,1/10/2022,735.00,8,105
Marney O'Breen,UK,After Nines,1/14/2022,2786.00,26,175
Madelene Upcott,UK,Choco Coated Almonds,1/11/2022,17115.00,513,815
Gigi Bohling,India,Drinking Coco,1/14/2022,4774.00,273,955
Oby Sorrel,India,Fruit & Nut Bars,1/3/2022,15204.00,7,1383
Roddy Speechley,India,Baker's Choco Chips,1/25/2022,6111.00,210,291
Kelci Walkden,New Zealand,Fruit & Nut Bars,1/4/2022,945.00,49,135
Karlen McCaffrey,USA,70% Dark Bites,1/6/2022,1960.00,192,86
Jan Morforth,Australia,Raspberry Choco,1/25/2022,9156.00,375,509
Mallorie Waber,Australia,Spicy Special Slims,1/27/2022,4809.00,28,802
Ches Bonnell,Canada,Peanut Butter Cubes,1/10/2022,3381.00,240,242
Jan Morforth,New Zealand,Spicy Special Slims,1/27/2022,8890.00,343,1482
Rafaelita Blaksland,Canada,Manuka Honey Choco,1/27/2022,2065.00,158,173
Mallorie Waber,UK,Smooth Sliky Salty,1/6/2022,10409.00,33,744
Gunar Cockshoot,USA,Smooth Sliky Salty,1/11/2022,18788.00,121,1342
Andria Kimpton,Australia,White Choc,1/18/2022,4928.00,71,704
Barr Faughny,Australia,Organic Choco Syrup,1/3/2022,9394.00,222,627
Dotty Strutley,Australia,Orange Choco,1/13/2022,5152.00,100,304
Gunar Cockshoot,Australia,Mint Chip Choco,1/3/2022,7112.00,58,285
Andria Kimpton,New Zealand,Smooth Sliky Salty,1/14/2022,7028.00,29,469
Ches Bonnell,New Zealand,Raspberry Choco,1/21/2022,20720.00,78,1091
Andria Kimpton,Australia,After Nines,1/7/2022,3682.00,331,217
Wilone O'Kielt,Australia,White Choc,1/14/2022,3220.00,65,537
Madelene Upcott,India,Raspberry Choco,1/13/2022,10598.00,336,589
Oby Sorrel,Canada,99% Dark & Pure,1/5/2022,7651.00,106,589
Wilone O'Kielt,Australia,Caramel Stuffed Bars,1/26/2022,14266.00,74,1427
Gigi Bohling,Canada,After Nines,1/28/2022,9730.00,12,609
Karlen McCaffrey,India,Caramel Stuffed Bars,1/10/2022,4200.00,335,467
Andria Kimpton,India,85% Dark Bars,1/21/2022,13195.00,215,2200
Van Tuxwell,Canada,Mint Chip Choco,1/5/2022,13986.00,162,583
Van Tuxwell,UK,Drinking Coco,1/3/2022,70.00,347,12
Dotty Strutley,UK,Baker's Choco Chips,1/11/2022,9401.00,164,448
Oby Sorrel,Australia,Manuka Honey Choco,1/7/2022,1491.00,29,136
Rafaelita Blaksland,India,Almond Choco,1/11/2022,13874.00,226,534
Jan Morforth,Australia,Organic Choco Syrup,1/18/2022,1379.00,46,99
Madelene Upcott,UK,Almond Choco,1/11/2022,5369.00,182,199
Dotty Strutley,UK,White Choc,1/5/2022,7469.00,11,1067
Dennison Crosswaite,India,Almond Choco,1/24/2022,4361.00,310,156
Van Tuxwell,India,Mint Chip Choco,1/18/2022,6426.00,42,268
Wilone O'Kielt,Canada,70% Dark Bites,1/25/2022,5173.00,85,247
Madelene Upcott,UK,Caramel Stuffed Bars,1/7/2022,3878.00,348,485
Gunar Cockshoot,UK,Orange Choco,1/26/2022,3143.00,210,197
Oby Sorrel,Australia,99% Dark & Pure,1/4/2022,2373.00,342,159
Rafaelita Blaksland,UK,Eclairs,1/3/2022,7749.00,15,775
Wilone O'Kielt,Canada,Mint Chip Choco,1/10/2022,6741.00,187,307
Wilone O'Kielt,Australia,Choco Coated Almonds,1/12/2022,3920.00,270,207
Ches Bonnell,Australia,Caramel Stuffed Bars,1/5/2022,1316.00,351,147
Gunar Cockshoot,USA,Eclairs,1/28/2022,3150.00,53,287
Barr Faughny,Australia,After Nines,1/5/2022,6909.00,166,407
Jan Morforth,Australia,50% Dark Bites,1/14/2022,4466.00,2,187
Karlen McCaffrey,USA,99% Dark & Pure,1/28/2022,2247.00,190,205
Gunar Cockshoot,Canada,White Choc,1/3/2022,329.00,158,66
Karlen McCaffrey,New Zealand,99% Dark & Pure,1/5/2022,14959.00,313,1069
Dennison Crosswaite,Canada,Orange Choco,1/21/2022,9674.00,449,645
Karlen McCaffrey,Canada,99% Dark & Pure,1/4/2022,5376.00,353,489
Madelene Upcott,New Zealand,99% Dark & Pure,1/19/2022,9751.00,120,813
Curtice Advani,Canada,Smooth Sliky Salty,1/21/2022,10031.00,41,669
Gigi Bohling,Canada,Organic Choco Syrup,1/13/2022,9065.00,11,756
Mallorie Waber,New Zealand,85% Dark Bars,1/10/2022,8512.00,10,946
Karlen McCaffrey,USA,White Choc,1/7/2022,5425.00,48,905
Gunar Cockshoot,UK,Caramel Stuffed Bars,1/25/2022,10563.00,236,1174
Curtice Advani,UK,Manuka Honey Choco,1/25/2022,7693.00,16,642
Andria Kimpton,UK,After Nines,1/21/2022,5117.00,138,256
Mallorie Waber,Canada,Baker's Choco Chips,1/26/2022,4312.00,239,206
Brien Boise,Australia,Mint Chip Choco,1/10/2022,5670.00,216,237
Dotty Strutley,UK,99% Dark & Pure,1/11/2022,1372.00,45,92
Rafaelita Blaksland,USA,White Choc,1/26/2022,1183.00,16,148
Barr Faughny,UK,Eclairs,1/7/2022,3052.00,119,340
Dotty Strutley,UK,Spicy Special Slims,1/26/2022,588.00,9,74
Curtice Advani,UK,Raspberry Choco,1/6/2022,6552.00,51,345
Husein Augar,Australia,70% Dark Bites,1/18/2022,10465.00,142,551
Jehu Rudeforth,Australia,Orange Choco,1/13/2022,13916.00,152,928
Roddy Speechley,UK,Raspberry Choco,1/10/2022,4137.00,233,207
Oby Sorrel,India,99% Dark & Pure,1/25/2022,4599.00,33,419
Dennison Crosswaite,Australia,Raspberry Choco,1/11/2022,17773.00,67,988
Dotty Strutley,New Zealand,Fruit & Nut Bars,1/27/2022,13160.00,138,1880
Jan Morforth,New Zealand,Fruit & Nut Bars,1/6/2022,3192.00,174,355
Dotty Strutley,USA,White Choc,1/7/2022,3241.00,226,541
